n_processos_fesp,min_distribuicao,max_distribuicao,exposicao_ipca_total,ticket_medio_ipca,n_foros,n_varas
514364,1934-06-14T00:00:00.000000,2026-07-02T00:00:00.000000,4870978713175.2,10188307.163168829,337,61
